ID,LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS
1,-30.100048,-51.241,R CAMAQUA,,ABALROAMENTO,0,2014-05-26T15:25:00,SEGUNDA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,26,5,2014,15,5
2,-30.10482,-51.234,R CEL MASSOT,,ABALROAMENTO,0,2014-07-18T16:15:00,SEXTA-FEIRA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,BOM,DIA,SUL,18,7,2014,16,1
3,-30.10482,-51.234,R CEL MASSOT,,ABALROAMENTO,0,2014-12-09T12:35:00,TERCA-FEIRA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NUBLADO,DIA,SUL,9,12,2014,12,1
4,-30.025552,-51.218,R VOLUNTARIOS DA PATRIA,R DR BARROS CASSAL,ABALROAMENTO,0,2014-01-15T00:40:00,QUARTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,15,1,2014,0,1
5,-30.025552,-51.218,R VOLUNTARIOS DA PATRIA,R DR BARROS CASSAL,ABALROAMENTO,0,2014-03-29T06:00:00,SABADO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,29,3,2014,6,1
6,-30.025552,-51.218,R VOLUNTARIOS DA PATRIA,R DR BARROS CASSAL,ABALROAMENTO,0,2014-08-19T09:40:00,TERCA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,19,8,2014,9,1
7,-30.025552,-51.218,R VOLUNTARIOS DA PATRIA,R DR BARROS CASSAL,ABALROAMENTO,0,2014-12-22T11:05:00,SEGUNDA-FEIRA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,22,12,2014,11,1
8,-30.025552,-51.218,R VOLUNTARIOS DA PATRIA,R DR BARROS CASSAL,ABALROAMENTO,0,2014-12-28T16:50:00,DOMINGO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,CENTRO,28,12,2014,16,1
9,-30.042023,-51.218,AV VENANCIO AIRES,,ABALROAMENTO,0,2014-06-17T07:40:00,TERCA-FEIRA,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,17,6,2014,7,5
10,-30.063685,-51.212,AV DR CARLOS BARBOSA,,QUEDA,0,2014-01-13T11:10:00,SEGUNDA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BOM,DIA,SUL,13,1,2014,11,5
