ID,LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS
1,-30.06194163,-51.1851264,R DR SALVADOR FRANCA,,CHOQUE,0,2001-01-01T01:11:00,SEGUNDA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,1,1,2001,1,5
2,-30.05793541,-51.19555643,AV BENTO GONCALVES,,COLISAO,0,2001-01-01T02:30:00,SEGUNDA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,1,1,2001,2,5
3,-30.07350858,-51.24136142,AV PADRE CACIQUE,,COLISAO,0,2001-01-01T03:30:00,SEGUNDA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,1,1,2001,3,5
4,-30.06630296,-51.16935431,R PRIMEIRO DE MARCO,,COLISAO,0,2001-01-01T04:00:00,SEGUNDA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,1,1,2001,4,5
5,-30.03503114,-51.20416695,R MARIANTE,,ABALROAMENTO,0,2001-01-01T04:18:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,1,1,2001,4,1
6,-30.08660084,-51.23137263,R ARAPEI,R CRUZEIRO DO SUL,ATROPELAMENTO,0,2001-01-01T05:30:00,SEGUNDA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,1,1,2001,5,5
7,-30.0128131,-51.09803601,AV BALTAZAR DE OLIVEIRA GARCIA,,CAPOTAGEM,0,2001-01-01T06:30:00,SEGUNDA-FEIRA,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,1,1,2001,6,13
8,-30.0491749,-51.16805285,R ANGELO CRIVELLARO,R GRACILIANO RAMOS,EVENTUAL,0,2001-01-01T07:02:00,SEGUNDA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,CHUVOSO,DIA,LESTE,1,1,2001,7,1
9,-29.99808893,-51.20592102,R VOLUNTARIOS DA PATRIA,,CHOQUE,0,2001-01-01T07:06:00,SEGUNDA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,1,1,2001,7,1
10,-30.00316208,-51.19984307,AV FARRAPOS,,CHOQUE,0,2001-01-01T07:45:00,SEGUNDA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,1,1,2001,7,5
11,-30.04099505,-51.15867752,AV PROTASIO ALVES,,COLISAO,0,2001-01-01T07:50:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,1,1,2001,7,1
12,-30.04904686,-51.22176654,AV GETULIO VARGAS,,COLISAO,0,2001-01-01T09:35:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,1,1,2001,9,1
13,-30.12009366,-51.19703805,ESTR DAS TRES MENINAS,,COLISAO,0,2001-01-01T15:34:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,1,1,2001,15,1
14,-30.02092991,-51.10979737,AV JUSCELINO KUBITSCHEK DE OLIVEIRA,R SARGENTO SILVIO DELMAR HOLLENBACH,ABALROAMENTO,0,2001-01-01T18:40:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,1,1,2001,18,1
15,-30.06160893,-51.16969719,AV BENTO GONCALVES,R PROF CRISTIANO FISCHER,COLISAO,0,2001-01-01T18:50:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,1,1,2001,18,1
16,-30.10905886,-51.23525626,R LANDEL DE MOURA,R PROF DR JOAO PITTA PINHEIRO FILHO,ABALROAMENTO,0,2001-01-01T20:30:00,SEGUNDA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,1,1,2001,20,5
17,-30.03222881,-51.22045709,R SARMENTO LEITE,AV OSVALDO ARANHA,ABALROAMENTO,0,2001-01-01T20:30:00,SEGUNDA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,CENTRO,1,1,2001,20,1
18,-30.03011853,-51.18261555,AV DR NILO PECANHA,R REGENTE,CHOQUE,0,2001-01-01T22:30:00,SEGUNDA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,1,1,2001,22,1
19,-30.02013191,-51.10972535,R SARGENTO SILVIO DELMAR HOLLENBACH,,CHOQUE,0,2001-01-02T00:37:00,TERCA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,2,1,2001,0,1
20,-30.11316259,-51.25040456,R DR MARIO TOTTA,,CHOQUE,0,2001-01-02T02:00:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,2,1,2001,2,5
21,-30.0681591,-51.21366593,R MARIANO DE MATOS,,CHOQUE,0,2001-01-02T05:30:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,2,1,2001,5,5
22,-30.05810614,-51.20911361,AV PROF OSCAR PEREIRA,,ABALROAMENTO,0,2001-01-02T08:40:00,TERCA-FEIRA,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,2,1,2001,8,5
