ID,LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS,
2636,-30.0918820495,-51.2218016447,AV NONOAI,,EVENTUAL,0,2009-02-25T16:35:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NUBLADO,DIA,SUL,25,2,2009,16,1,
2637,-30.2058685111,-51.1732849573,R JOSE INACIO,,COLISAO,0,2009-02-25T16:45:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,25,2,2009,16,1,
2638,-30.0218893003,-51.1927014644,R VINTE QUATRO DE OUTUBRO,,COLISAO,0,2009-02-25T16:45:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,25,2,2009,16,1,
2639,-30.0325296632,-51.2278401927,R JERONIMO COELHO,AV BORGES DE MEDEIROS,ABALROAMENTO,0,2009-02-25T17:00:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,25,2,2009,17,1,
2640,-30.1129560524,-51.2265432498,ESTR JOAO SALOMONI,AV DA CAVALHADA,COLISAO,0,2009-02-25T17:45:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NUBLADO,DIA,SUL,25,2,2009,17,1,
2641,-30.0436228168,-51.22253641,AV AURELIANO DE FIGUEIREDO PINTO,,CHOQUE,0,2009-02-25T17:45:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,CENTRO,25,2,2009,17,1,
2642,-30.017936185,-51.1976934271,AV CRISTOVAO COLOMBO,AV BENJAMIN CONSTANT,ABALROAMENTO,0,2009-02-25T17:50:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,25,2,2009,17,1,
2643,-30.0373151375,-51.1533283521,AV SATURNINO DE BRITO,,ATROPELAMENTO,0,2009-02-25T18:57:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,25,2,2009,18,5,
2644,-30.0206789148,-51.2121896852,PCA PRINCESA ISABEL,AV BENTO GONCALVES,ABALROAMENTO,0,2009-02-25T19:05:00,QUARTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,25,2,2009,19,1,
2645,-30.068823271,-51.2050948338,AV NITEROI,AV PROF OSCAR PEREIRA,ABALROAMENTO,0,2009-02-25T22:10:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NAO_IDENTIFICADO,NOITE,SUL,25,2,2009,22,5,
2646,-30.0619289945,-51.1663821548,AV BENTO GONCALVES,,ABALROAMENTO,0,2009-02-26T00:05:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,26,2,2009,0,5,
2647,-29.992990426,-51.1282188871,AV ASSIS BRASIL,R OLIVEIRA LOPES,ABALROAMENTO,0,2009-02-26T00:10:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,26,2,2009,0,1,
2648,-30.0100352762,-51.139868476,AV BALTAZAR DE OLIVEIRA GARCIA,,ABALROAMENTO,0,2009-02-26T07:25:00,QUINTA-FEIRA,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,26,2,2009,7,5,
2649,-30.0100223643,-51.1353454172,AV BALTAZAR DE OLIVEIRA GARCIA,,COLISAO,0,2009-02-26T07:35:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,26,2,2009,7,1,
2650,-30.103102928,-51.2306360486,AV DA CAVALHADA,,COLISAO,0,2009-02-26T07:55:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,26,2,2009,7,1,
2651,-30.0368247673,-51.2234962472,R SARMENTO LEITE,,CHOQUE,0,2009-02-26T09:00:00,QUINTA-FEIRA,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,26,2,2009,9,5,
2652,-30.0278317475,-51.2224240017,R PINTO BANDEIRA,,COLISAO,0,2009-02-26T09:05:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NUBLADO,DIA,CENTRO,26,2,2009,9,1,
2653,-30.000971292,-51.1882698687,R DONA MARGARIDA,R AUGUSTO SEVERO,ABALROAMENTO,0,2009-02-26T09:20:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NUBLADO,DIA,NORTE,26,2,2009,9,1,
2654,-30.0131360354,-51.152949725,AV DO FORTE,,ABALROAMENTO,0,2009-02-26T09:50:00,QUINTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,26,2,2009,9,1,
2655,-30.0644867157,-51.2325610775,R OTAVIO DUTRA,AV PADRE CACIQUE,ABALROAMENTO,0,2009-02-26T11:15:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,SUL,26,2,2009,11,1,
2656,-29.99748512,-51.1962788825,AV FARRAPOS,,COLISAO,0,2009-02-26T11:29:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,26,2,2009,11,1,
2657,-30.0331622672,-51.1970138104,R CASEMIRO DE ABREU,R QUINTINO BOCAIUVA,ABALROAMENTO,0,2009-02-26T12:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,26,2,2009,12,1,
2658,-30.1020539161,-51.2310020263,AV OTTO NIEMEYER,,ABALROAMENTO,0,2009-02-26T12:20:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,26,2,2009,12,5,
2659,-30.0488501029,-51.2090793706,AV PRINCESA ISABEL,,ABALROAMENTO,0,2009-02-26T13:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,26,2,2009,13,1,
2660,-30.0579396207,-51.1846332884,AV IPIRANGA,R DR SALVADOR FRANCA,ABALROAMENTO,0,2009-02-26T13:30:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,CHUVOSO,DIA,LESTE,26,2,2009,13,1,
2661,-30.0376761354,-51.1535163638,AV SATURNINO DE BRITO,,ABALROAMENTO,0,2009-02-26T13:40:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,26,2,2009,13,1,
2662,-30.0504100327,-51.213040462,AV DA AZENHA,,ABALROAMENTO,0,2009-02-26T13:45:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,26,2,2009,13,1,
2663,-30.035766676,-51.176648614,R JOAO CAETANO,AV CARLOS GOMES,COLISAO,0,2009-02-26T13:45:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,26,2,2009,13,1,
2664,-30.0273892853,-51.1947476324,AV CEL LUCAS DE OLIVEIRA,R ANITA GARIBALDI,ABALROAMENTO,0,2009-02-26T13:55:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,26,2,2009,13,1,
2665,-30.0002762322,-51.1911748883,AV CEARA,,COLISAO,0,2009-02-26T14:12:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,CHUVOSO,DIA,NORTE,26,2,2009,14,1,
2666,-30.0227529324,-51.2117687331,R RAMIRO BARCELOS,R SAO CARLOS,COLISAO,0,2009-02-26T14:15:00,QUINTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,NORTE,26,2,2009,14,1,
2667,-30.0253397861,-51.2198679044,R DA CONCEICAO,,COLISAO,0,2009-02-26T14:30:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,CENTRO,26,2,2009,14,1,
2668,-30.042016346,-51.1950260127,R DONA EUGENIA,,COLISAO,0,2009-02-26T14:30:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,26,2,2009,14,1,
2669,-30.0142834369,-51.1326054913,AV BISPO JOAO SCALABRINI,R PAULO BLASCHKE,ABALROAMENTO,0,2009-02-26T14:30:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,CHUVOSO,DIA,NORTE,26,2,2009,14,1,
2670,-30.0405079452,-51.2152312352,AV VENANCIO AIRES,,COLISAO,0,2009-02-26T14:45:00,QUINTA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,26,2,2009,14,5,
2671,-30.1346951031,-51.2289848426,AV TRAMANDAI,,ATROPELAMENTO,0,2009-02-26T15:00:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NAO_IDENTIFICADO,DIA,SUL,26,2,2009,15,5,
2672,-30.0303585714,-51.2320381911,R CALDAS JUNIOR,,COLISAO,0,2009-02-26T15:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,CENTRO,26,2,2009,15,1,
2673,-30.0266361375,-51.1508460451,AV DO FORTE,,ABALROAMENTO,0,2009-02-26T15:08:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,26,2,2009,15,5,
2674,-30.097376904,-51.2305358995,AV DA CAVALHADA,,ABALROAMENTO,0,2009-02-26T15:15:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,26,2,2009,15,1,
2675,-30.0445775525,-51.1850319494,R BARAO DO AMAZONAS,,ABALROAMENTO,0,2009-02-26T15:20:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,26,2,2009,15,5,
2676,-30.0642216599,-51.1840834431,AV BENTO GONCALVES,,COLISAO,0,2009-02-26T15:30:00,QUINTA-FEIRA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,26,2,2009,15,1,
2677,-30.0501429405,-51.2177105156,R MARCILIO DIAS,,CHOQUE,0,2009-02-26T15:50:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,26,2,2009,15,1,
2678,-29.9920738025,-51.1086736108,AV BERNARDINO SILVEIRA DE AMORIM,AV BERNARDINO SILVEIRA PASTORIZA,ABALROAMENTO,0,2009-02-26T16:15:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,26,2,2009,16,1,
2679,-30.0282241467,-51.1507410846,AV SATURNINO DE BRITO,,ABALROAMENTO,0,2009-02-26T16:30:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NUBLADO,DIA,NORTE,26,2,2009,16,1,
2680,-30.0622887863,-51.2284339674,R SILVEIRO,,CHOQUE,0,2009-02-26T17:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,26,2,2009,17,1,
2681,-30.0480267026,-51.2294126124,AV BORGES DE MEDEIROS,,COLISAO,0,2009-02-26T17:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,26,2,2009,17,1,
2682,-30.0240857576,-51.2210388873,AV JULIO DE CASTILHOS,,ABALROAMENTO,0,2009-02-26T17:00:00,QUINTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,CHUVOSO,DIA,CENTRO,26,2,2009,17,1,
2683,-30.0551873336,-51.1474137355,AV ANTONIO CARVALHO,,COLISAO,0,2009-02-26T18:00:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,26,2,2009,18,1,
2684,-29.9888836353,-51.1165156302,BC JOSE PARIS,,ABALROAMENTO,0,2009-02-26T18:10:00,QUINTA-FEIRA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,BOM,NOITE,NORTE,26,2,2009,18,1,
2685,-30.0332438152,-51.1175897846,R SEIS DE NOVEMBRO,,ATROPELAMENTO,0,2009-02-26T19:07:00,QUINTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,NORTE,26,2,2009,19,5,
2686,-30.0331341633,-51.2023338785,R VASCO DA GAMA,R PARAGUAI,ABALROAMENTO,0,2009-02-26T19:15:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,NOITE,LESTE,26,2,2009,19,1,
2687,-30.0437123695,-51.1429043818,AV PROTASIO ALVES,AV ANTONIO CARVALHO,ABALROAMENTO,0,2009-02-26T19:40:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,26,2,2009,19,1,
2688,-30.0433247997,-51.1720567492,R PROF CRISTIANO FISCHER,R JERUSALEM,ABALROAMENTO,0,2009-02-26T20:15:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,LESTE,26,2,2009,20,1,
2689,-30.0025763152,-51.1874488994,R DONA MARGARIDA,AV SERTORIO,ABALROAMENTO,0,2009-02-26T21:15:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NAO_IDENTIFICADO,NOITE,NORTE,26,2,2009,21,5,
2690,-30.0667916692,-51.2354791747,AV PADRE CACIQUE,,ABALROAMENTO,0,2009-02-26T21:40:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,26,2,2009,21,1,
2691,-30.0045971967,-51.194000036,R ARABUTAN,AV PARANA,COLISAO,0,2009-02-26T22:10:00,QUINTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,NOITE,NORTE,26,2,2009,22,1,
2692,-30.2105890439,-51.1470377377,AV DO LAMI,,ATROPELAMENTO,0,2009-02-26T22:40:00,QUINTA-FEIRA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,BOM,NOITE,SUL,26,2,2009,22,5,
2693,-30.046641169,-51.2051772632,AV PRINCESA ISABEL,R SAO LUIZ,ABALROAMENTO,0,2009-02-27T00:05:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NUBLADO,NOITE,LESTE,27,2,2009,0,1,
2694,-30.0053220697,-51.200680141,AV FARRAPOS,AV BRASIL,ABALROAMENTO,0,2009-02-27T02:00:00,SEXTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,BOM,NOITE,NORTE,27,2,2009,2,1,
2695,-30.0209319116,-51.1097763668,AV JUSCELINO KUBITSCHEK DE OLIVEIRA,R SARGENTO SILVIO DELMAR HOLLENBACH,ABALROAMENTO,0,2009-02-27T07:30:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,NORTE,27,2,2009,7,1,
2696,-30.0426958811,-51.2190233407,AV VENANCIO AIRES,,ABALROAMENTO,0,2009-02-27T07:45:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NUBLADO,DIA,CENTRO,27,2,2009,7,1,
2697,-30.0213544701,-51.1838653363,PCA ALBERTO RAMOS,R LUZITANA,ABALROAMENTO,0,2009-02-27T07:45:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,27,2,2009,7,1,
2698,-30.0843737702,-51.1317822845,ESTR JOAO DE OLIVEIRA REMIAO,,COLISAO,0,2009-02-27T07:45:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,7,1,
2699,-30.0417783207,-51.1962680227,R VICENTE DA FONTOURA,R DONA EUGENIA,ABALROAMENTO,0,2009-02-27T08:06:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,8,1,
2700,-30.0210785066,-51.1819273042,AV PLINIO BRASIL MILANO,,ABALROAMENTO,0,2009-02-27T08:40:00,SEXTA-FEIRA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,8,1,
2701,-30.0483975698,-51.1850300477,R GUILHERME ALVES,,ABALROAMENTO,0,2009-02-27T09:00:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NAO_IDENTIFICADO,DIA,LESTE,27,2,2009,9,5,
2702,-30.0643473176,-51.1503620096,AV ANTONIO CARVALHO,,ABALROAMENTO,0,2009-02-27T09:05:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,9,1,
2703,-30.0031920762,-51.1998540755,AV FARRAPOS,,CHOQUE,0,2009-02-27T09:35:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,27,2,2009,9,1,
2704,-29.9958362496,-51.1892507492,AV FARRAPOS,R EDU CHAVES,ABALROAMENTO,0,2009-02-27T09:40:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,NORTE,27,2,2009,9,1,
2705,-30.0416311732,-51.1524984524,AV PROTASIO ALVES,,COLISAO,0,2009-02-27T10:12:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,LESTE,27,2,2009,10,1,
2706,-30.0155376379,-51.1225773938,TRAV CHATEAUBRIAND,R OCTACILIO J DIAS,QUEDA,0,2009-02-27T10:50:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NAO_IDENTIFICADO,DIA,NORTE,27,2,2009,10,5,
2707,-30.1195205534,-51.2536397704,AV WENCESLAU ESCOBAR,,ABALROAMENTO,0,2009-02-27T11:00:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,SUL,27,2,2009,11,1,
2708,-30.033213536,-51.2345192967,R GEN BENTO MARTINS,,ATROPELAMENTO,0,2009-02-27T11:00:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NAO_IDENTIFICADO,DIA,CENTRO,27,2,2009,11,5,
2709,-30.0059131682,-51.1957670927,R CAIRU,AV AMAZONAS,COLISAO,0,2009-02-27T11:05:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,27,2,2009,11,1,
2710,-30.0012201913,-51.1934899425,AV SERTORIO,,COLISAO,0,2009-02-27T12:01:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,NORTE,27,2,2009,12,1,
2711,-30.0410700703,-51.1576455046,AV PROTASIO ALVES,,COLISAO,0,2009-02-27T12:05:00,SEXTA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NAO_IDENTIFICADO,DIA,LESTE,27,2,2009,12,5,
2712,-30.1020669154,-51.2310430271,AV OTTO NIEMEYER,AV DA CAVALHADA,COLISAO,0,2009-02-27T12:10:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,27,2,2009,12,1,
2713,-30.0282556368,-51.2282010873,AV BORGES DE MEDEIROS,LG JORNALISTA GLENIO PERES,COLISAO,0,2009-02-27T12:30:00,SEXTA-FEIRA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,CHUVOSO,DIA,CENTRO,27,2,2009,12,1,
2714,-30.0196185751,-51.1780772168,AV PLINIO BRASIL MILANO,AV ENG ALFREDO CORREA DAUDT,ABALROAMENTO,0,2009-02-27T13:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,NORTE,27,2,2009,13,1,
2715,-30.0144497588,-51.1674489463,R ANDARAI,,ABALROAMENTO,0,2009-02-27T13:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,NORTE,27,2,2009,13,1,
2716,-30.0480267026,-51.2294126124,AV BORGES DE MEDEIROS,,COLISAO,0,2009-02-27T13:10:00,SEXTA-FEIRA,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,CHUVOSO,DIA,SUL,27,2,2009,13,1,
2717,-30.0551720226,-51.2146676058,R BOTAFOGO,AV DA AZENHA,ABALROAMENTO,0,2009-02-27T13:10:00,SEXTA-FEIRA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,27,2,2009,13,1,
2718,-30.0234112572,-51.1952615367,AV CEL LUCAS DE OLIVEIRA,,ABALROAMENTO,0,2009-02-27T13:10:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,13,1,
2719,-29.9970860948,-51.1974818877,AV A J RENNER,,ABALROAMENTO,0,2009-02-27T13:10:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,CHUVOSO,DIA,NORTE,27,2,2009,13,1,
2720,-30.0332854501,-51.1876596926,R PROF JOSE SALGADO MARTINS,,ABALROAMENTO,0,2009-02-27T13:15:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,LESTE,27,2,2009,13,1,
2721,-30.0214729988,-51.2080636523,AV CRISTOVAO COLOMBO,,COLISAO,0,2009-02-27T13:20:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,27,2,2009,13,1,
2722,-30.0660779822,-51.1679742823,R VIDAL DE NEGREIROS,,COLISAO,0,2009-02-27T13:20:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,27,2,2009,13,1,
2723,-30.0104860625,-51.1509446309,AV ASSIS BRASIL,,COLISAO,0,2009-02-27T13:20:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,NORTE,27,2,2009,13,1,
2724,-30.0468999631,-51.2157974073,R JOAO NEVES DA FONTOURA,R OTTO ERNST MEYER,COLISAO,0,2009-02-27T13:30:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,CENTRO,27,2,2009,13,1,
2725,-30.058537432,-51.1944524309,AV BENTO GONCALVES,,COLISAO,0,2009-02-27T14:00:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,LESTE,27,2,2009,14,1,
2726,-29.9880916988,-51.164405229,R BERNARDINO BERNARDI,,EVENTUAL,0,2009-02-27T14:20:00,SEXTA-FEIRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NUBLADO,DIA,NORTE,27,2,2009,14,1,
2727,-30.0574037849,-51.1760851639,AV IPIRANGA,,ABALROAMENTO,0,2009-02-27T14:25:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,LESTE,27,2,2009,14,1,
2728,-30.0169824935,-51.1816491951,AV CRISTOVAO COLOMBO,R CEL FEIJO,ABALROAMENTO,0,2009-02-27T14:30:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,NORTE,27,2,2009,14,1,
2729,-30.064822206,-51.1561990974,AV BENTO GONCALVES,,COLISAO,0,2009-02-27T14:40:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,14,1,
2730,-30.0443537212,-51.2276094944,AV PRAIA DE BELAS,,COLISAO,0,2009-02-27T14:44:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,CHUVOSO,DIA,CENTRO,27,2,2009,14,1,
2731,-30.0649482158,-51.1557270946,AV BENTO GONCALVES,,COLISAO,0,2009-02-27T15:20:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,DIA,LESTE,27,2,2009,15,1,
2732,-30.1427883639,-51.2174919025,AV JUCA BATISTA,,ABALROAMENTO,0,2009-02-27T15:35:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NUBLADO,DIA,SUL,27,2,2009,15,1,
2733,-30.0270217112,-51.2240980025,R VOLUNTARIOS DA PATRIA,,ATROPELAMENTO,0,2009-02-27T15:50:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NAO_IDENTIFICADO,DIA,CENTRO,27,2,2009,15,5,
2734,-30.0281307448,-51.2226330121,AV ALBERTO BINS,,ABALROAMENTO,0,2009-02-27T16:00:00,SEXTA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NAO_IDENTIFICADO,DIA,CENTRO,27,2,2009,16,5,
2735,-30.0273448857,-51.2152278961,AV CRISTOVAO COLOMBO,,ATROPELAMENTO,0,2009-02-27T16:15:00,SEXTA-FEIRA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NAO_IDENTIFICADO,DIA,CENTRO,27,2,2009,16,5,
2736,-30.0433605942,-51.1826088867,AV PROTASIO ALVES,,ATROPELAMENTO,0,2009-02-27T16:30:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NAO_IDENTIFICADO,DIA,LESTE,27,2,2009,16,5,
2737,-30.0354854191,-51.2410364395,AV EDVALDO PEREIRA PAIVA,,ABALROAMENTO,0,2009-02-27T17:00:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,27,2,2009,17,1,
2738,-30.0411859258,-51.2163812676,AV VENANCIO AIRES,AV JOAO PESSOA,COLISAO,0,2009-02-27T17:15:00,SEXTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,CENTRO,27,2,2009,17,1,
